id_amending,name,date_enacted,year_enacted
C2010A00022,Health Insurance Amendment (Diagnostic Imaging Accreditation) Act 2010,2010-03-24,2010
C2010A00007,Health Insurance Amendment (New Zealand Overseas Trained Doctors) Act 2010,2010-02-19,2010
C2010A00138,Health Insurance Amendment (Pathology Requests) Act 2010,2010-12-10,2010
C2010A00063,Health Legislation Amendment (Australian Community Pharmacy Authority and Private Health Insurance) Act 2010,2010-06-28,2010
C2010A00029,Health Legislation Amendment (Midwives and Nurse Practitioners) Act 2010,2010-04-12,2010
C2010A00048,Health Practitioner Regulation (Consequential Amendments) Act 2010,2010-05-31,2010
C2010A00073,Healthcare Identifiers (Consequential Amendments) Act 2010,2010-06-28,2010
C2010A00129,Higher Education Support Amendment (2010 Budget Measures) Act 2010,2010-11-24,2010
C2010A00006,Higher Education Support Amendment Act 2010,2010-02-19,2010
C2010A00132,Higher Education Support Amendment (FEE-HELP Loan Fee) Act 2010,2010-11-24,2010
C2010A00111,Higher Education Support Amendment (Indexation) Act 2010,2010-07-14,2010
C2010A00047,Higher Education Support Amendment (University College London) Act 2010,2010-05-31,2010
C2010A00112,Immigration (Education) Amendment Act 2010,2010-07-14,2010
C2010A00087,Indigenous Education (Targeted Assistance) Amendment Act 2010,2010-06-29,2010
C2010A00097,International Arbitration Amendment Act 2010,2010-07-06,2010
C2010A00133,International Financial Institutions Legislation Amendment Act 2010,2010-11-24,2010
C2010A00058,International Monetary Agreements Amendment Act (No. 1) 2010,2010-06-24,2010
C2010A00013,International Tax Agreements Amendment Act (No. 1) 2010,2010-03-11,2010
C2010A00115,International Tax Agreements Amendment Act (No. 2) 2010,2010-11-09,2010
C2010A00057,Interstate Road Transport Charge Amendment Act 2010,2010-06-23,2010
C2010A00059,Ministers of State Amendment Act 2010,2010-06-25,2010
C2010A00009,National Consumer Credit Protection Amendment Act 2010,2010-03-03,2010
C2010A00068,National Health Amendment (Continence Aids Payment Scheme) Act 2010,2010-06-28,2010
C2010A00126,National Health Amendment (Pharmaceutical Benefits Scheme) Act 2010,2010-11-23,2010
C2010A00015,National Health Security Amendment (Background Checking) Act 2010,2010-03-11,2010
C2010A00142,National Measurement Amendment Act 2010,2010-12-15,2010
C2010A00127,National Security Legislation Amendment Act 2010,2010-11-24,2010
C2010A00144,Native Title Amendment Act (No. 1) 2010,2010-12-15,2010
C2010A00118,Offshore Petroleum and Greenhouse Gas Storage Legislation Amendment (Miscellaneous Measures) Act 2010,2010-11-16,2010
C2010A00119,Offshore Petroleum and Greenhouse Gas Storage (Safety Levies) Amendment Act 2010,2010-11-16,2010
C2010A00125,Ozone Protection and Synthetic Greenhouse Gas Management Amendment Act 2010,2010-11-18,2010
C2010A00096,Personal Property Securities (Corporations and Other Amendments) Act 2010,2010-07-06,2010
C2010A00122,Primary Industries (Excise) Levies Amendment Act 2010,2010-11-17,2010
C2010A00040,Private Health Insurance Legislation Amendment Act (No. 1) 2010,2010-04-13,2010
C2010A00116,Protection of the Sea Legislation Amendment Act 2010,2010-11-09,2010
C2010A00146,Radiocommunications Amendment Act 2010,2010-12-16,2010
C2010A00069,Renewable Energy (Electricity) Amendment Act 2010,2010-06-28,2010
C2010A00070,Renewable Energy (Electricity) (Charge) Amendment Act 2010,2010-06-28,2010
C2010A00005,"Safety, Rehabilitation and Compensation Amendment Act 2010",2010-02-19,2010
C2010A00143,Service and Execution of Process Amendment (Interstate Fine Enforcement) Act 2010,2010-12-15,2010
C2010A00088,Social Security Amendment (Flexible Participation Requirements for Principal Carers) Act 2010,2010-06-29,2010
C2010A00045,Social Security and Family Assistance Legislation Amendment (Weekly Payments) Act 2010,2010-04-14,2010
C2010A00089,Social Security and Indigenous Legislation Amendment (Budget and Other Measures) Act 2010,2010-06-29,2010
C2010A00017,Social Security and Other Legislation Amendment (Income Support for Students) Act 2010,2010-03-24,2010
C2010A00093,Social Security and Other Legislation Amendment (Welfare Reform and Reinstatement of Racial Discrimination Act) Act 2010,2010-06-29,2010
C2010A00130,Social Security Legislation Amendment (Connecting People with Jobs) Act 2010,2010-11-24,2010
C2010A00008,Statute Law Revision Act 2010,2010-03-01,2010
C2010A00100,Superannuation Industry (Supervision) Amendment Act 2010,2010-07-06,2010
C2010A00117,Superannuation Legislation Amendment Act 2010,2010-11-16,2010
C2010A00020,Tax Laws Amendment (2009 GST Administration Measures) Act 2010,2010-03-24,2010
C2010A00019,Tax Laws Amendment (2009 Measures No. 6) Act 2010,2010-03-24,2010
C2010A00021,Tax Laws Amendment (2010 GST Administration Measures No. 1) Act 2010,2010-03-24,2010
C2010A00074,Tax Laws Amendment (2010 GST Administration Measures No. 2) Act 2010,2010-06-28,2010
C2010A00091,Tax Laws Amendment (2010 GST Administration Measures No. 3) Act 2010,2010-06-29,2010
C2010A00056,Tax Laws Amendment (2010 Measures No. 1) Act 2010,2010-06-03,2010
C2010A00075,Tax Laws Amendment (2010 Measures No. 2) Act 2010,2010-06-28,2010
C2010A00090,Tax Laws Amendment (2010 Measures No. 3) Act 2010,2010-06-29,2010
C2010A00136,Tax Laws Amendment (2010 Measures No. 4) Act 2010,2010-12-07,2010
C2011A00061,Tax Laws Amendment (2010 Measures No. 5) Act 2011,2011-06-29,2011
C2010A00145,Tax Laws Amendment (Confidentiality of Taxpayer Information) Act 2010,2010-12-16,2010
C2010A00114,Tax Laws Amendment (Foreign Source Income Deferral) Act (No. 1) 2010,2010-07-14,2010
C2010A00078,Tax Laws Amendment (Medicare Levy and Medicare Levy Surcharge) Act 2010,2010-06-29,2010
C2010A00016,Tax Laws Amendment (Political Contributions and Gifts) Act 2010,2010-03-15,2010
C2010A00079,Tax Laws Amendment (Transfer of Provisions) Act 2010,2010-06-29,2010
C2010A00002,Telecommunications (Interception and Access) Amendment Act 2010,2010-02-12,2010
C2010A00140,Telecommunications Legislation Amendment (Competition and Consumer Safeguards) Act 2010,2010-12-15,2010
C2010A00043,"Textile, Clothing and Footwear Strategic Investment Program Amendment (Building Innovative Capability) Act 2010",2010-04-14,2010
C2010A00054,Therapeutic Goods Amendment (2009 Measures No. 3) Act 2010,2010-05-31,2010
C2010A00141,Therapeutic Goods Amendment (2010 Measures No. 1) Act 2010,2010-12-15,2010
C2010A00053,Therapeutic Goods (Charges) Amendment Act 2010,2010-05-31,2010
C2010A00044,Trade Practices Amendment (Australian Consumer Law) Act (No. 1) 2010,2010-04-14,2010
C2010A00103,Trade Practices Amendment (Australian Consumer Law) Act (No. 2) 2010,2010-07-13,2010
C2010A00102,Trade Practices Amendment (Infrastructure Access) Act 2010,2010-07-13,2010
C2010A00124,Tradex Scheme Amendment Act 2010,2010-11-18,2010
C2010A00081,Transport Security Legislation Amendment (2010 Measures No. 1) Act 2010,2010-06-29,2010
C2010A00120,Veterans' Affairs and Other Legislation Amendment (Miscellaneous Measures) Act 2010,2010-11-17,2010
C2010A00083,Veterans' Affairs Legislation Amendment (2010 Budget Measures) Act 2010,2010-06-29,2010
C2010A00135,Veterans' Affairs Legislation Amendment (Weekly Payments) Act 2010,2010-11-24,2010
C2010A00099,Veterans' Entitlements Amendment (Income Support Measures) Act 2010,2010-07-06,2010
C2011A00046,Acts Interpretation Amendment Act 2011,2011-06-27,2011
C2011A00086,Aged Care Amendment Act 2011,2011-07-26,2011
C2011A00190,Auditor-General Amendment Act 2011,2011-12-07,2011
C2011A00119,Australian Energy Market Amendment (National Energy Retail Law) Act 2011,2011-10-14,2011
C2011A00030,Australian Research Council Amendment Act (No. 1) 2011,2011-05-25,2011
C2011A00001,Aviation Crimes and Policing Legislation Amendment Act 2011,2011-03-02,2011
C2011A00180,Aviation Transport Security Amendment (Air Cargo) Act 2011,2011-12-05,2011
C2011A00125,Banking Amendment (Covered Bonds) Act 2011,2011-10-17,2011
C2011A00036,Broadcasting Legislation Amendment (Digital Dividend and Other Measures) Act 2011,2011-05-26,2011
C2011A00177,Broadcasting Services Amendment (Review of Future Uses of Broadcasting Services Bands Spectrum) Act 2011,2011-12-05,2011
C2011A00102,Carbon Credits (Consequential Amendments) Act 2011,2011-09-15,2011
C2011A00088,Child Support (Registration and Collection) Amendment Act 2011,2011-08-04,2011
C2011A00132,Clean Energy (Consequential Amendments) Act 2011,2011-11-18,2011
C2011A00155,Clean Energy (Customs Tariff Amendment) Act 2011,2011-12-04,2011
C2011A00156,Clean Energy (Excise Tariff Legislation Amendment) Act 2011,2011-12-04,2011
C2011A00157,Clean Energy (Fuel Tax Legislation Amendment) Act 2011,2011-12-04,2011
C2011A00141,Clean Energy (Household Assistance Amendments) Act 2011,2011-11-29,2011
C2011A00150,Clean Energy (Income Tax Rates Amendments) Act 2011,2011-12-04,2011
C2011A00159,Clean Energy (Tax Laws Amendments) Act 2011,2011-12-04,2011
C2011A00185,Competition and Consumer Amendment Act (No. 1) 2011,2011-12-06,2011
C2011A00184,Competition and Consumer Legislation Amendment Act 2011,2011-12-06,2011
C2011A00042,Corporations Amendment (Improving Accountability on Director and Executive Remuneration) Act 2011,2011-06-27,2011
C2011A00024,Corporations and Other Legislation Amendment (Trustee Companies and Other Measures) Act 2011,2011-04-12,2011
C2011A00144,Corporations (Fees) Amendment Act 2011,2011-11-29,2011
C2011A00002,Crimes Legislation Amendment Act 2011,2011-03-02,2011
C2011A00174,Crimes Legislation Amendment Act (No. 2) 2011,2011-12-05,2011
C2011A00123,Customs Amendment (Anti-dumping Improvements) Act 2011,2011-10-17,2011
C2011A00124,Customs Amendment (Anti-dumping Measures) Act 2011,2011-10-17,2011
C2011A00063,Customs Amendment (Export Controls and Other Measures) Act 2011,2011-06-29,2011
C2011A00078,Customs Amendment (Serious Drugs Detection) Act 2011,2011-07-25,2011
C2011A00085,Customs Tariff Amendment (2012 Harmonized System Changes) Act 2011,2011-07-26,2011
C2011A00065,Customs Tariff Amendment (Taxation of Alternative Fuels) Act 2011,2011-06-29,2011
C2011A00019,Defence Legislation Amendment (Security of Defence Premises) Act 2011,2011-04-12,2011
C2011A00135,Deterring People Smuggling Act 2011,2011-11-29,2011
C2011A00106,Education Services for Overseas Students Amendment (Registration Charges Consequentials) Act 2011,2011-09-26,2011
C2011A00011,Education Services for Overseas Students Legislation Amendment Act 2011,2011-04-08,2011
C2011A00105,Education Services for Overseas Students (Registration Charges) Amendment Act 2011,2011-09-26,2011
C2011A00029,Electoral and Referendum Amendment (Enrolment and Prisoner Voting) Act 2011,2011-05-25,2011
C2011A00037,Electoral and Referendum Amendment (Provisional Voting) Act 2011,2011-05-26,2011
C2011A00033,Electronic Transactions Amendment Act 2011,2011-05-25,2011
C2011A00066,Energy Grants (Cleaner Fuels) Scheme Amendment Act 2011,2011-06-29,2011
C2011A00021,Evidence Amendment (Journalists' Privilege) Act 2011,2011-04-12,2011
C2011A00140,Excise Legislation Amendment (Condensate) Act 2011,2011-11-29,2011
C2011A00134,Excise Tariff Amendment (Condensate) Act 2011,2011-11-24,2011
C2011A00067,Excise Tariff Amendment (Taxation of Alternative Fuels) Act 2011,2011-06-29,2011
C2011A00034,"Families, Housing, Community Services and Indigenous Affairs and Other Legislation Amendment (Budget and Other Measures) Act 2011",2011-05-26,2011
C2011A00050,"Families, Housing, Community Services and Indigenous Affairs and Other Legislation Amendment (Election Commitments and Other Measures) Act 2011",2011-06-27,2011
C2011A00053,"Families, Housing, Community Services and Indigenous Affairs and Other Legislation Amendment (Further Election Commitments and Other Measures) Act 2011",2011-06-28,2011
C2011A00052,Family Assistance and Other Legislation Amendment Act 2011,2011-06-28,2011
C2011A00079,Family Assistance and Other Legislation Amendment (Child Care and Other Measures) Act 2011,2011-07-25,2011
C2011A00096,Family Assistance Legislation Amendment (Child Care Budget Measures) Act 2011,2011-09-15,2011
C2011A00120,Family Assistance Legislation Amendment (Child Care Financial Viability) Act 2011,2011-10-14,2011
C2011A00025,Family Assistance Legislation Amendment (Child Care Rebate) Act 2011,2011-04-21,2011
C2011A00189,Family Law Legislation Amendment (Family Violence and Other Measures) Act 2011,2011-12-07,2011
C2011A00089,Financial Framework Legislation Amendment Act (No. 1) 2011,2011-08-04,2011
C2011A00010,Health Insurance Amendment (Compliance) Act 2011,2011-04-08,2011
C2011A00130,Higher Education Legislation Amendment (Student Services and Amenities) Act 2011,2011-11-03,2011
C2011A00178,Higher Education Support Amendment Act (No. 2) 2011,2011-12-05,2011
C2011A00104,Higher Education Support Amendment (Demand Driven Funding System and Other Measures) Act 2011,2011-09-26,2011
C2011A00072,Higher Education Support Amendment (No. 1) Act 2011,2011-06-29,2011
C2011A00117,Horse Disease Response Levy (Consequential Amendments) Act 2011,2011-10-14,2011
C2011A00187,Human Rights (Parliamentary Scrutiny) (Consequential Provisions) Act 2011,2011-12-07,2011
C2011A00032,Human Services Legislation Amendment Act 2011,2011-05-25,2011
C2011A00092,Income Tax Rates Amendment (Research and Development) Act 2011,2011-09-08,2011
C2011A00015,Income Tax Rates Amendment (Temporary Flood and Cyclone Reconstruction Levy) Act 2011,2011-04-12,2011
C2011A00097,Indigenous Affairs Legislation Amendment Act 2011,2011-09-15,2011
C2011A00188,Indigenous Affairs Legislation Amendment Act (No. 2) 2011,2011-12-07,2011
C2011A00094,Indigenous Education (Targeted Assistance) Amendment Act 2011,2011-09-08,2011
C2011A00103,Industrial Chemicals (Notification and Assessment) Amendment (Inventory) Act 2011,2011-09-26,2011
C2011A00118,Inspector-General of Intelligence and Security Amendment Act 2011,2011-10-14,2011
C2011A00080,Intelligence Services Legislation Amendment Act 2011,2011-07-25,2011
C2011A00045,International Tax Agreements Amendment Act (No. 1) 2011,2011-06-27,2011
C2011A00003,Law and Justice Legislation Amendment (Identity Crimes and Other Measures) Act 2011,2011-03-02,2011
C2011A00098,Legislative Instruments Amendment (Sunsetting) Act 2011,2011-09-15,2011
C2011A00167,Maritime Legislation Amendment Act 2011,2011-12-04,2011
C2011A00047,Midwife Professional Indemnity Legislation Amendment Act 2011,2011-06-27,2011
C2011A00121,Migration Amendment (Complementary Protection) Act 2011,2011-10-14,2011
C2011A00081,Migration Amendment (Strengthening the Character Test and Other Provisions) Act 2011,2011-07-25,2011
C2011A00082,Military Justice (Interim Measures) Amendment Act 2011,2011-07-25,2011
C2011A00087,Military Rehabilitation and Compensation Amendment (MRCA Supplement) Act 2011,2011-07-26,2011
C2011A00083,Mutual Assistance in Criminal Matters Amendment (Registration of Foreign Proceeds of Crime Orders) Act 2011,2011-07-25,2011
C2011A00084,National Consumer Credit Protection Amendment (Home Loans and Credit Cards) Act 2011,2011-07-25,2011
C2011A00175,National Residue Survey (Excise) Levy Amendment (Deer) Act 2011,2011-12-05,2011
C2011A00171,National Vocational Education and Training Regulator Amendment Act 2011,2011-12-04,2011
C2011A00014,National Vocational Education and Training Regulator (Consequential Amendments) Act 2011,2011-04-12,2011
C2011A00168,Navigation Amendment Act 2011,2011-12-04,2011
C2011A00112,Offshore Petroleum and Greenhouse Gas Storage Amendment (National Regulator) Act 2011,2011-10-14,2011
C2011A00111,Offshore Petroleum and Greenhouse Gas Storage (Registration Fees) Amendment Act 2011,2011-10-14,2011
C2011A00028,Offshore Petroleum and Greenhouse Gas Storage Regulatory Levies (Consequential Amendments) Act 2011,2011-05-25,2011
C2011A00027,Offshore Petroleum and Greenhouse Gas Storage Regulatory Levies Legislation Amendment (2011 Measures No. 1) Act 2011,2011-05-25,2011
C2011A00114,Offshore Petroleum and Greenhouse Gas Storage Regulatory Levies Legislation Amendment (2011 Measures No. 2) Act 2011,2011-10-14,2011
C2011A00110,Offshore Petroleum (Royalty) Amendment Act 2011,2011-10-14,2011
C2011A00113,Offshore Resources Legislation Amendment (Personal Property Securities) Act 2011,2011-10-14,2011
C2011A00164,Ozone Protection and Synthetic Greenhouse Gas (Import Levy) Amendment Act 2011,2011-12-04,2011
C2011A00165,Ozone Protection and Synthetic Greenhouse Gas (Manufacture Levy) Amendment Act 2011,2011-12-04,2011
C2011A00138,Personal Property Securities Amendment (Registration Commencement) Act 2011,2011-11-29,2011
C2011A00035,Personal Property Securities (Corporations and Other Amendments) Act 2011,2011-05-26,2011
C2011A00090,Protection of the Sea (Prevention of Pollution from Ships) Amendment (Oil Transfers) Act 2011,2011-08-04,2011
C2011A00176,Protection of the Sea (Prevention of Pollution from Ships) Amendment (Oils in the Antarctic Area) Act 2011,2011-12-05,2011
C2011A00182,"Safety, Rehabilitation and Compensation Amendment (Fair Protection for Firefighters) Act 2011",2011-12-06,2011
C2011A00181,"Safety, Rehabilitation and Compensation and Other Legislation Amendment Act 2011",2011-12-06,2011
C2011A00122,Schools Assistance Amendment Act 2011,2011-10-14,2011
C2011A00026,Schools Assistance Amendment (Financial Assistance) Act 2011,2011-04-21,2011
C2011A00040,Sex and Age Discrimination Legislation Amendment Act 2011,2011-06-20,2011
C2011A00049,Social Security Amendment (Parenting Payment Transitional Arrangement) Act 2011,2011-06-27,2011
C2011A00179,Social Security Amendment (Student Income Support Reforms) Act 2011,2011-12-05,2011
C2011A00145,Social Security and Other Legislation Amendment Act 2011,2011-11-29,2011
C2011A00091,Social Security and Other Legislation Amendment (Miscellaneous Measures) Act 2011,2011-08-04,2011
C2011A00173,Social Security Legislation Amendment (Family Participation Measures) Act 2011,2011-12-05,2011
C2011A00048,Social Security Legislation Amendment (Job Seeker Compliance) Act 2011,2011-06-27,2011
C2011A00005,Statute Law Revision Act 2011,2011-03-22,2011
C2011A00100,Statute Stocktake Act (No. 1) 2011,2011-09-15,2011
C2011A00108,Superannuation Legislation Amendment (Early Release of Superannuation) Act 2011,2011-10-14,2011
C2011A00061,Tax Laws Amendment (2010 Measures No. 5) Act 2011,2011-06-29,2011
C2011A00031,Tax Laws Amendment (2011 Measures No. 1) Act 2011,2011-05-25,2011
C2011A00041,Tax Laws Amendment (2011 Measures No. 2) Act 2011,2011-06-27,2011
C2011A00051,Tax Laws Amendment (2011 Measures No. 3) Act 2011,2011-06-27,2011
C2011A00043,Tax Laws Amendment (2011 Measures No. 4) Act 2011,2011-06-27,2011
C2011A00062,Tax Laws Amendment (2011 Measures No. 5) Act 2011,2011-06-29,2011
C2011A00129,Tax Laws Amendment (2011 Measures No. 6) Act 2011,2011-11-03,2011
C2011A00147,Tax Laws Amendment (2011 Measures No. 7) Act 2011,2011-11-29,2011
C2011A00136,Tax Laws Amendment (2011 Measures No. 8) Act 2011,2011-11-29,2011
C2012A00012,Tax Laws Amendment (2011 Measures No. 9) Act 2012,2012-03-21,2012
C2011A00044,Tax Laws Amendment (Medicare Levy and Medicare Levy Surcharge) Act 2011,2011-06-27,2011
C2011A00093,Tax Laws Amendment (Research and Development) Act 2011,2011-09-08,2011
C2011A00016,Tax Laws Amendment (Temporary Flood and Cyclone Reconstruction Levy) Act 2011,2011-04-12,2011
C2011A00068,Taxation of Alternative Fuels Legislation Amendment Act 2011,2011-06-29,2011
C2011A00004,Telecommunications Interception and Intelligence Services Legislation Amendment Act 2011,2011-03-22,2011
C2011A00107,Telecommunications Legislation Amendment (Fibre Deployment) Act 2011,2011-09-26,2011
C2011A00023,Telecommunications Legislation Amendment (National Broadband Network Measures—Access Arrangements) Act 2011,2011-04-12,2011
C2011A00166,Territories Self-Government Legislation Amendment (Disallowance and Amendment of Laws) Act 2011,2011-12-04,2011
C2011A00077,Therapeutic Goods Amendment (2011 Measures No. 1) Act 2011,2011-07-25,2011
C2011A00039,Therapeutic Goods Legislation Amendment (Copyright) Act 2011,2011-05-27,2011
C2011A00149,Trade Marks Amendment (Tobacco Plain Packaging) Act 2011,2011-12-01,2011
C2011A00064,Trans-Tasman Proceedings Amendment and Other Measures Act 2011,2011-06-29,2011
C2011A00169,Veterans' Affairs Legislation Amendment (Participants in British Nuclear Tests) Act 2011,2011-12-04,2011
C2011A00095,Veterans' Entitlements Amendment Act 2011,2011-09-15,2011
C2011A00006,Water Efficiency Labelling and Standards Amendment Act 2011,2011-03-22,2011
C2012A00186,Access to Justice (Federal Jurisdiction) Amendment Act 2012,2012-12-11,2012
C2012A00090,Antarctic Treaty (Environment Protection) Amendment Act 2012,2012-06-28,2012
C2012A00119,Australian Citizenship Amendment (Defence Families) Act 2012,2012-09-12,2012
C2012A00089,Australian Human Rights Commission Amendment (National Children’s Commissioner) Act 2012,2012-06-28,2012
C2012A00040,Australian Research Council Amendment Act 2012,2012-04-15,2012
C2012A00191,Aviation Legislation Amendment (Liability and Insurance) Act 2012,2012-12-11,2012
C2012A00116,Aviation Transport Security Amendment (Screening) Act 2012,2012-09-08,2012
C2012A00088,Broadcasting Services Amendment (Digital Television) Act 2012,2012-06-28,2012
C2012A00083,Broadcasting Services Amendment (Improved Access to Television Services) Act 2012,2012-06-28,2012
C2012A00034,Broadcasting Services Amendment (Regional Commercial Radio) Act 2012,2012-04-15,2012
C2012A00042,Building and Construction Industry Improvement Amendment (Transition to Fair Work) Act 2012,2012-04-15,2012
C2012A00103,"Classification (Publications, Films and Computer Games) Amendment (R 18+ Computer Games) Act 2012",2012-07-06,2012
C2012A00204,Clean Energy Amendment (International Emissions Trading and Other Measures) Act 2012,2012-12-13,2012
C2012A00198,Clean Energy (Charges—Customs) Amendment Act 2012,2012-12-12,2012
C2012A00199,Clean Energy (Charges—Excise) Amendment Act 2012,2012-12-12,2012
C2012A00085,Clean Energy (Customs Tariff Amendment) Act 2012,2012-06-28,2012
C2012A00081,Clean Energy (Excise Tariff Legislation Amendment) Act 2012,2012-06-28,2012
C2012A00084,Clean Energy Legislation Amendment Act 2012,2012-06-28,2012
C2012A00203,Clean Energy (Unit Issue Charge—Auctions) Amendment Act 2012,2012-12-13,2012
C2012A00155,Commonwealth Government Securities Legislation Amendment (Retail Trading) Act 2012,2012-11-17,2012
C2012A00130,Consumer Credit Legislation Amendment (Enhancements) Act 2012,2012-09-17,2012
C2012A00068,Corporations Amendment (Further Future of Financial Advice Measures) Act 2012,2012-06-27,2012
C2012A00067,Corporations Amendment (Future of Financial Advice) Act 2012,2012-06-27,2012
C2012A00048,Corporations Amendment (Phoenixing and Other Measures) Act 2012,2012-05-26,2012
C2012A00073,Corporations Amendment (Proxy Voting) Act 2012,2012-06-27,2012
C2012A00072,Corporations Legislation Amendment (Audit Enhancement) Act 2012,2012-06-27,2012
C2012A00178,Corporations Legislation Amendment (Derivative Transactions) Act 2012,2012-12-06,2012
C2012A00118,Corporations Legislation Amendment (Financial Reporting Panel) Act 2012,2012-09-12,2012
C2012A00187,Courts Legislation Amendment (Judicial Complaints) Act 2012,2012-12-11,2012
C2012A00024,Crimes Legislation Amendment (Powers and Offences) Act 2012,2012-04-04,2012
C2012A00167,"Crimes Legislation Amendment (Serious Drugs, Identity Crime and Other Measures) Act 2012",2012-11-28,2012
C2012A00114,Criminal Code Amendment (Cluster Munitions Prohibition) Act 2012,2012-09-08,2012
C2012A00205,Customs Amendment (Anti-dumping Improvements) Act (No. 1) 2012,2012-12-13,2012
C2012A00206,Customs Amendment (Anti-dumping Improvements) Act (No. 2) 2012,2012-12-13,2012
C2012A00196,Customs Amendment (Anti-dumping Improvements) Act (No. 3) 2012,2012-12-12,2012
C2012A00172,Customs Amendment (Malaysia-Australia Free Trade Agreement Implementation and Other Measures) Act 2012,2012-12-04,2012
C2012A00152,Customs Amendment (Military End-Use) Act 2012,2012-11-13,2012
C2012A00001,Customs Amendment (New Zealand Rules of Origin) Act 2012,2012-03-06,2012
C2012A00037,Customs Amendment (Reducing Business Compliance Burden) Act 2012,2012-04-15,2012
C2012A00146,Customs Amendment (Smuggled Tobacco) Act 2012,2012-11-06,2012
C2011A00085,Customs Tariff Amendment (2012 Harmonized System Changes) Act 2011,2011-07-26,2011
C2012A00137,Customs Tariff Amendment (2012 Measures No. 1) Act 2012,2012-09-25,2012
C2012A00173,Customs Tariff Amendment (Malaysia-Australia Free Trade Agreement Implementation) Act 2012,2012-12-04,2012
C2012A00138,Customs Tariff Amendment (Schedule 4) Act 2012,2012-09-25,2012
C2012A00195,Customs Tariff (Anti-Dumping) Amendment Act (No. 1) 2012,2012-12-12,2012
C2012A00120,Cybercrime Legislation Amendment Act 2012,2012-09-12,2012
C2012A00183,Dental Benefits Amendment Act 2012,2012-12-10,2012
C2012A00010,Education Services for Overseas Students (Registration Charges) Amendment (Tuition Protection Service) Act 2012,2012-03-20,2012
C2012A00110,Electoral and Referendum Amendment (Maintaining Address) Act 2012,2012-07-24,2012
C2012A00111,Electoral and Referendum Amendment (Protecting Elector Participation) Act 2012,2012-07-24,2012
C2012A00131,Environment Protection and Biodiversity Conservation Amendment (Declared Commercial Fishing Activities) Act 2012,2012-09-19,2012
C2012A00145,Environment Protection and Biodiversity Conservation Amendment (Independent Expert Scientific Committee on Coal Seam Gas and Large Coal Mining Development) Act 2012,2012-10-24,2012
C2012A00179,Equal Opportunity for Women in the Workplace Amendment Act 2012,2012-12-06,2012
C2012A00036,Excise Amendment (Reducing Business Compliance Burden) Act 2012,2012-04-15,2012
C2012A00200,Excise Tariff Amendment (Per-tonne Carbon Price Equivalent) Act 2012,2012-12-12,2012
C2012A00007,Extradition and Mutual Assistance in Criminal Matters Legislation Amendment Act 2012,2012-03-20,2012
C2012A00174,Fair Work Amendment Act 2012,2012-12-04,2012
C2012A00033,"Fair Work Amendment (Textile, Clothing and Footwear Industry) Act 2012",2012-04-15,2012
C2012A00175,Fair Work Amendment (Transfer of Business) Act 2012,2012-12-04,2012
C2012A00093,Fair Work (Registered Organisations) Amendment Act 2012,2012-06-29,2012
C2012A00026,Fairer Private Health Insurance Incentives Act 2012,2012-04-04,2012
C2012A00027,Fairer Private Health Insurance Incentives (Medicare Levy Surcharge) Act 2012,2012-04-04,2012
C2012A00028,Fairer Private Health Insurance Incentives (Medicare Levy Surcharge—Fringe Benefits) Act 2012,2012-04-04,2012
C2012A00049,Family Assistance and Other Legislation Amendment Act 2012,2012-05-26,2012
C2012A00061,Federal Financial Relations Amendment (National Health Reform) Act 2012,2012-06-25,2012
C2012A00025,Financial Framework Legislation Amendment Act (No. 1) 2012,2012-04-04,2012
C2012A00077,Financial Framework Legislation Amendment Act (No. 3) 2012,2012-06-28,2012
C2012A00177,Freedom of Information Amendment (Parliamentary Budget Office) Act 2012,2012-12-04,2012
C2012A00038,Higher Education Support Amendment Act (No. 1) 2012,2012-04-15,2012
C2012A00156,Higher Education Support Amendment (Maximum Payment Amounts and Other Measures) Act 2012,2012-11-17,2012
C2012A00160,Higher Education Support Amendment (Streamlining and Other Measures) Act 2012,2012-11-28,2012
C2012A00127,Higher Education Support Amendment (Student Contribution Amounts and Other Measures) Act 2012,2012-09-13,2012
C2012A00006,Higher Education Support Amendment (VET FEE-HELP and Other Measures) Act 2012,2012-03-06,2012
C2012A00096,Income Tax (Managed Investment Trust Withholding Tax) Amendment Act 2012,2012-06-29,2012
C2012A00039,Indirect Tax Laws Amendment (Assessment) Act 2012,2012-04-15,2012
C2012A00147,Industrial Chemicals (Notification and Assessment) Amendment Act 2012,2012-11-06,2012
C2012A00041,Insurance Contracts Amendment Act 2012,2012-04-15,2012
C2012A00035,Intellectual Property Laws Amendment (Raising the Bar) Act 2012,2012-04-15,2012
C2012A00139,International Monetary Agreements Amendment (Loans) Act 2012,2012-09-25,2012
C2012A00143,Judges and Governors-General Legislation Amendment (Family Law) Act 2012,2012-10-11,2012
C2012A00194,Law Enforcement Integrity Legislation Amendment Act 2012,2012-12-12,2012
C2012A00135,Legislative Instruments Amendment (Sunsetting Measures) Act 2012,2012-09-22,2012
C2012A00140,Maritime Legislation Amendment Act 2012,2012-09-25,2012
C2012A00004,Members of Parliament (Life Gold Pass) and Other Legislation Amendment Act 2012,2012-03-06,2012
C2012A00113,Migration Legislation Amendment (Regional Processing and Other Measures) Act 2012,2012-08-17,2012
C2012A00192,Migration Legislation Amendment (Student Visas) Act 2012,2012-12-12,2012
