id_principal,name,date_enacted,year_enacted,date_repealed,repealing_act_id,word_count,departments,dept_1,dept_2,dept_3,dept_4,dept_5,dept_6,dept_7
C2004A00437,Appropriation Act (No. 1) 1999-2000,19990630,1999,20130701,C2013A00132,3592,treasury,treasury,NA,NA,NA,NA,NA,NA
C2004A00438,Appropriation Act (No. 2) 1999-2000,19990630,1999,20130701,C2013A00132,2526,treasury,treasury,NA,NA,NA,NA,NA,NA
C2004A00439,Appropriation (Parliamentary Departments) Act 1999-2000,19990630,1999,20130701,C2013A00132,1974,treasury,treasury,NA,NA,NA,NA,NA,NA
C2004A00441,Telecommunications (Consumer Protection and Service Standards) Act 1999,19990705,1999,NA,NA,35119,"infrastructure, transport, regional development and communications","infrastructure, transport, regional development and communications",NA,NA,NA,NA,NA,NA
C2004A00494,Diesel and Alternative Fuels Grants Scheme Act 1999,19990708,1999,20030701,C2004A01138,2945,treasury,treasury,NA,NA,NA,NA,NA,NA
C2004A00485,Environment Protection and Biodiversity Conservation Act 1999,19990716,1999,NA,NA,127406,"agriculture, water and the environment","agriculture, water and the environment",NA,NA,NA,NA,NA,NA
C2004A00486,Environmental Reform (Consequential Provisions) Act 1999,19990716,1999,NA,NA,16936,"agriculture, water and the environment","agriculture, water and the environment",NA,NA,NA,NA,NA,NA
C2004A00498,Damage by Aircraft Act 1999,19990831,1999,NA,NA,1419,"infrastructure, transport, regional development and communications","infrastructure, transport, regional development and communications",NA,NA,NA,NA,NA,NA
C2004A00524,Human Rights Legislation Amendment Act (No. 1) 1999,19991013,1999,20160310,C2016A00005,9935,attorney general,attorney general,NA,NA,NA,NA,NA,NA
C2004A00518,Superannuation (Unclaimed Money and Lost Members) Act 1999,19991013,1999,NA,NA,8159,treasury,treasury,NA,NA,NA,NA,NA,NA
C2004A00519,Superannuation (Unclaimed Money and Lost Members) Consequential and Transitional Act 1999,19991013,1999,NA,NA,2696,treasury,treasury,NA,NA,NA,NA,NA,NA
C2004A00528,ACIS Administration Act 1999,19991103,1999,20141017,C2014A00109,22608,industry and science,industry and science,NA,NA,NA,NA,NA,NA
C2004A00529,ACIS (Unearned Credit Liability) Act 1999,19991103,1999,20141017,C2014A00109,219,industry,industry,NA,NA,NA,NA,NA,NA
C2004A00535,Customs (Tariff Concession System Validations) Act 1999,19991103,1999,20170405,C2017A00019,857,immigration and border protection,immigration and border protection,NA,NA,NA,NA,NA,NA
C2004A00545,Appropriation (Supplementary Measures) Act (No. 1) 1999,19991111,1999,20101218,C2010A00148,1296,treasury,treasury,NA,NA,NA,NA,NA,NA
C2004A00546,Appropriation (Supplementary Measures) Act (No. 2) 1999,19991111,1999,20101218,C2010A00148,1001,treasury,treasury,NA,NA,NA,NA,NA,NA
C2004A00536,Parliamentary Service Act 1999,19991111,1999,NA,NA,12595,prime minister and cabinet,prime minister and cabinet,NA,NA,NA,NA,NA,NA
C2004A00537,Public Employment (Consequential and Transitional) Amendment Act 1999,19991111,1999,20130701,C2013A00002,32283,prime minister and cabinet,prime minister and cabinet,NA,NA,NA,NA,NA,NA
C2004A00538,Public Service Act 1999,19991111,1999,NA,NA,9946,prime minister and cabinet,prime minister and cabinet,NA,NA,NA,NA,NA,NA
C2004A00553,Electronic Transactions Act 1999,19991210,1999,NA,NA,5045,attorney general,attorney general,NA,NA,NA,NA,NA,NA
C2004A00554,National Residue Survey Levies Regulations (Validation and Commencement of Amendments) Act 1999,19991210,1999,NA,NA,318,"agriculture, water and the environment","agriculture, water and the environment",NA,NA,NA,NA,NA,NA
C2004A00557,New Business Tax System (Former Subsidiary Tax Imposition) Act 1999,19991210,1999,NA,NA,446,treasury,treasury,NA,NA,NA,NA,NA,NA
C2004A00564,Social Security (International Agreements) Act 1999,19991220,1999,NA,NA,65551,social services,social services,NA,NA,NA,NA,NA,NA
C2004A00569,Appropriation (East Timor) Act 1999-2000,19991222,1999,20060323,C2006A00009,638,treasury,treasury,NA,NA,NA,NA,NA,NA
C2004A00571,"Textile, Clothing and Footwear Strategic Investment Program Act 1999",19991222,1999,NA,NA,7773,"industry, tourism and resources","industry, tourism and resources",NA,NA,NA,NA,NA,NA
C2004A00569,Appropriation (East Timor) Act 1999-2000,19991222,1999,20060323,C2006A00009,638,treasury,treasury,NA,NA,NA,NA,NA,NA
C2004A00582,Federal Magistrates Act 1999,19991223,1999,20210901,C2021A00013,19806,attorney general; finance and deregulation,attorney general,finance and deregulation,NA,NA,NA,NA,NA
C2004A00580,Social Security (Administration) Act 1999,19991223,1999,NA,NA,57815,"social services; education, skills and employment; home affairs; prime minister and cabinet",social services,"education, skills and employment",home affairs,prime minister and cabinet,NA,NA,NA
C2004A00575,Tradex Duty Imposition (Customs) Act 1999,19991223,1999,NA,NA,353,"industry, science, energy and resources","industry, science, energy and resources",NA,NA,NA,NA,NA,NA
C2004A00576,Tradex Duty Imposition (Excise) Act 1999,19991223,1999,NA,NA,354,"industry, science, energy and resources","industry, science, energy and resources",NA,NA,NA,NA,NA,NA
C2004A00577,Tradex Duty Imposition (General) Act 1999,19991223,1999,NA,NA,371,"industry, science, energy and resources","industry, science, energy and resources",NA,NA,NA,NA,NA,NA
C2004A00574,Tradex Scheme Act 1999,19991223,1999,NA,NA,9846,"industry, science, energy and resources","industry, science, energy and resources",NA,NA,NA,NA,NA,NA
C2004A00606,Authorised Non-operating Holding Companies Supervisory Levy Determination Validation Act 2000,20000331,2000,20100727,C2010A00082,291,treasury,treasury,NA,NA,NA,NA,NA,NA
C2004A00605,Crimes at Sea Act 2000,20000331,2000,NA,NA,5042,attorney general,attorney general,NA,NA,NA,NA,NA,NA
C2004A00607,General Insurance Supervisory Levy Determination Validation Act 2000,20000331,2000,20100727,C2010A00082,278,treasury,treasury,NA,NA,NA,NA,NA,NA
C2004A00608,Life Insurance Supervisory Levy Determination Validation Act 2000,20000331,2000,20100727,C2010A00082,277,NA,NA,NA,NA,NA,NA,NA,NA
C2004A00609,Retirement Savings Account Providers Supervisory Levy Determination Validation Act 2000,20000331,2000,20100727,C2010A00082,292,treasury,treasury,NA,NA,NA,NA,NA,NA
C2004A00610,Superannuation Supervisory Levy Determination Validation Act 2000,20000331,2000,20100727,C2010A00082,271,treasury,treasury,NA,NA,NA,NA,NA,NA
C2004A00611,Dairy Adjustment Levy (Customs) Act 2000,20000403,2000,20090223,C2008A00123,560,"agriculture, fisheries and forestry","agriculture, fisheries and forestry",NA,NA,NA,NA,NA,NA
C2004A00612,Dairy Adjustment Levy (Excise) Act 2000,20000403,2000,20090223,C2008A00123,560,"agriculture, fisheries and forestry","agriculture, fisheries and forestry",NA,NA,NA,NA,NA,NA
C2004A00613,Dairy Adjustment Levy (General) Act 2000,20000403,2000,20090223,C2008A00123,578,"agriculture, fisheries and forestry","agriculture, fisheries and forestry",NA,NA,NA,NA,NA,NA
C2004A00614,Dairy Industry Adjustment Act 2000,20000403,2000,NA,NA,26976,"agriculture, water and the environment","agriculture, water and the environment",NA,NA,NA,NA,NA,NA
C2004A00616,Financial Sector Reform (Amendments and Transitional Provisions) Act (No. 1) 2000,20000403,2000,NA,NA,6591,treasury,treasury,NA,NA,NA,NA,NA,NA
C2004A00621,Adelaide Airport Curfew Act 2000,20000419,2000,NA,NA,4229,"infrastructure, transport, regional development and communications","infrastructure, transport, regional development and communications",NA,NA,NA,NA,NA,NA
C2004A00624,Primary Industries (Excise) Levies (GST Consequential Amendments) Act 2000,20000419,2000,NA,NA,384,"agriculture, water and the environment","agriculture, water and the environment",NA,NA,NA,NA,NA,NA
C2004A00629,Appropriation Act (No. 3) 1999-2000,20000503,2000,20130701,C2013A00132,3206,treasury,treasury,NA,NA,NA,NA,NA,NA
C2004A00630,Appropriation Act (No. 4) 1999-2000,20000503,2000,20130701,C2013A00132,1869,treasury,treasury,NA,NA,NA,NA,NA,NA
C2004A00631,Appropriation (Dr Carmen Lawrence's Legal Costs) Act 1999-2000,20000503,2000,20101218,C2010A00148,293,treasury,treasury,NA,NA,NA,NA,NA,NA
C2004A00629,Appropriation Act (No. 3) 1999-2000,20000503,2000,20130701,C2013A00132,3206,treasury,treasury,NA,NA,NA,NA,NA,NA
C2004A00630,Appropriation Act (No. 4) 1999-2000,20000503,2000,20130701,C2013A00132,1869,treasury,treasury,NA,NA,NA,NA,NA,NA
C2004A00631,Appropriation (Dr Carmen Lawrence's Legal Costs) Act 1999-2000,20000503,2000,20101218,C2010A00148,293,treasury,treasury,NA,NA,NA,NA,NA,NA
C2004A00651,Fuel Sales Grants Act 2000,20000619,2000,20070101,C2006A00073,692,treasury,treasury,NA,NA,NA,NA,NA,NA
C2004A00653,Product Grants and Benefits Administration Act 2000,20000619,2000,NA,NA,7964,treasury,treasury,NA,NA,NA,NA,NA,NA
C2004A00654,New Business Tax System (Venture Capital Deficit Tax) Act 2000,20000622,2000,20060914,C2006A00101,567,treasury,treasury,NA,NA,NA,NA,NA,NA
C2004A00676,Appropriation Act (No. 1) 2000-2001,20000630,2000,20130701,C2013A00132,3595,treasury,treasury,NA,NA,NA,NA,NA,NA
C2004A00677,Appropriation Act (No. 2) 2000-2001,20000630,2000,20130701,C2013A00132,2721,treasury,treasury,NA,NA,NA,NA,NA,NA
C2004A00678,Appropriation (Parliamentary Departments) Act (No. 1) 2000-2001,20000630,2000,20130701,C2013A00132,2152,treasury,treasury,NA,NA,NA,NA,NA,NA
C2004A00681,New Business Tax System (Alienated Personal Services Income) Tax Imposition Act (No. 1) 2000,20000630,2000,NA,NA,220,treasury,treasury,NA,NA,NA,NA,NA,NA
C2004A00682,New Business Tax System (Alienated Personal Services Income) Tax Imposition Act (No. 2) 2000,20000630,2000,NA,NA,201,treasury,treasury,NA,NA,NA,NA,NA,NA
C2004A00676,Appropriation Act (No. 1) 2000-2001,20000630,2000,20130701,C2013A00132,3595,treasury,treasury,NA,NA,NA,NA,NA,NA
C2004A00677,Appropriation Act (No. 2) 2000-2001,20000630,2000,20130701,C2013A00132,2721,treasury,treasury,NA,NA,NA,NA,NA,NA
C2004A00678,Appropriation (Parliamentary Departments) Act (No. 1) 2000-2001,20000630,2000,20130701,C2013A00132,2152,treasury,treasury,NA,NA,NA,NA,NA,NA
C2004A00694,Product Stewardship (Oil) Act 2000,20000706,2000,NA,NA,3220,"agriculture, water and the environment","agriculture, water and the environment",NA,NA,NA,NA,NA,NA
C2004A00688,Sales Tax (Customs) (Industrial Safety Equipment) Act 2000,20000706,2000,20060914,C2006A00101,414,treasury,treasury,NA,NA,NA,NA,NA,NA
C2004A00689,Sales Tax (Excise) (Industrial Safety Equipment) Act 2000,20000706,2000,20060914,C2006A00101,414,treasury,treasury,NA,NA,NA,NA,NA,NA
C2004A00690,Sales Tax (General) (Industrial Safety Equipment) Act 2000,20000706,2000,20060914,C2006A00101,414,treasury,treasury,NA,NA,NA,NA,NA,NA
C2004A00691,Sales Tax (Industrial Safety Equipment) (Transitional Provisions) Act 2000,20000706,2000,20060914,C2006A00101,588,treasury,treasury,NA,NA,NA,NA,NA,NA
C2004A00707,Excise Amendment (Compliance Improvement) Act 2000,20000907,2000,NA,NA,12393,treasury,treasury,NA,NA,NA,NA,NA,NA
C2004A00720,Commonwealth Electoral Legislation (Provision of Information) Act 2000,20001026,2000,NA,NA,520,finance,finance,NA,NA,NA,NA,NA,NA
C2004A00722,Renewable Energy (Electricity) (Charge) Act 2000,20001026,2000,NA,NA,0,"industry, science, energy and resources","industry, science, energy and resources",NA,NA,NA,NA,NA,NA
C2004A00727,Health Insurance (Approved Pathology Specimen Collection Centres) Tax Act 2000,20001124,2000,NA,NA,387,health,health,NA,NA,NA,NA,NA,NA
C2004A00738,Wool Services Privatisation Act 2000,20001207,2000,NA,NA,5810,"agriculture, water and the environment","agriculture, water and the environment",NA,NA,NA,NA,NA,NA
C2004A00745,Indigenous Education (Targeted Assistance) Act 2000,20001219,2000,NA,NA,2882,prime minister and cabinet,prime minister and cabinet,NA,NA,NA,NA,NA,NA
C2004A00746,States Grants (Primary and Secondary Education Assistance) Act 2000,20001219,2000,20090101,C2008A00142,0,"education, employment and workplace relations","education, employment and workplace relations",NA,NA,NA,NA,NA,NA
C2004A00757,Education Services for Overseas Students Act 2000,20001221,2000,NA,NA,24380,"education, skills and employment","education, skills and employment",NA,NA,NA,NA,NA,NA
C2004A00758,Education Services for Overseas Students (Assurance Fund Contributions) Act 2000,20001221,2000,20120701,C2012A00009,468,"industry, innovation, science, research and tertiary education","industry, innovation, science, research and tertiary education",NA,NA,NA,NA,NA,NA
C2004A00759,Education Services for Overseas Students (Consequential and Transitional) Act 2000,20001221,2000,NA,NA,1599,"education, skills and employment","education, skills and employment",NA,NA,NA,NA,NA,NA
C2004A00744,Fuel Quality Standards Act 2000,20001221,2000,NA,NA,10520,"industry, science, energy and resources","industry, science, energy and resources",NA,NA,NA,NA,NA,NA
C2004A00762,Gene Technology Act 2000,20001221,2000,NA,NA,28706,health,health,NA,NA,NA,NA,NA,NA
C2004A00764,Gene Technology (Licence Charges) Act 2000,20001221,2000,NA,NA,259,health,health,NA,NA,NA,NA,NA,NA
C2004A00755,Horticulture Marketing and Research and Development Services Act 2000,20001221,2000,NA,NA,8675,"agriculture, water and the environment","agriculture, water and the environment",NA,NA,NA,NA,NA,NA
C2004A00756,Horticulture Marketing and Research and Development Services (Repeals and Consequential Provisions) Act 2000,20001221,2000,NA,NA,8818,"agriculture, water and the environment","agriculture, water and the environment",NA,NA,NA,NA,NA,NA
C2004A00742,Interactive Gambling (Moratorium) Act 2000,20001221,2000,20100301,NA,2047,"broadband, communications and the digital economy","broadband, communications and the digital economy",NA,NA,NA,NA,NA,NA
C2004A00754,Jurisdiction of Courts (Miscellaneous Amendments) Act 2000,20001221,2000,NA,NA,2134,attorney general,attorney general,NA,NA,NA,NA,NA,NA
C2004A00767,Renewable Energy (Electricity) Act 2000,20001221,2000,NA,NA,0,"industry, science, energy and resources","industry, science, energy and resources",NA,NA,NA,NA,NA,NA
C2004A00747,Roads to Recovery Act 2000,20001221,2000,20141010,C2014A00101,958,infrastructure and regional development,infrastructure and regional development,NA,NA,NA,NA,NA,NA
C2004A00779,Sydney Harbour Federation Trust Act 2001,20010320,2001,NA,NA,0,"agriculture, water and the environment","agriculture, water and the environment",NA,NA,NA,NA,NA,NA
C2004A00773,Australian Research Council Act 2001,20010322,2001,NA,NA,8616,"education, skills and employment","education, skills and employment",NA,NA,NA,NA,NA,NA
C2004A00774,Australian Research Council (Consequential and Transitional Provisions) Act 2001,20010322,2001,20170824,C2017A00088,1620,education and training,education and training,NA,NA,NA,NA,NA,NA
C2004A00775,Defence Legislation Amendment (Enhancement of the Reserves and Modernisation) Act 2001,20010322,2001,NA,NA,5307,defence,defence,NA,NA,NA,NA,NA,NA
C2004A00776,Defence Reserve Service (Protection) Act 2001,20010322,2001,NA,NA,10899,defence,defence,NA,NA,NA,NA,NA,NA
C2004A00787,Appropriation Act (No. 3) 2000-2001,20010406,2001,20130701,C2013A00132,3178,treasury,treasury,NA,NA,NA,NA,NA,NA
C2004A00788,Appropriation Act (No. 4) 2000-2001,20010406,2001,20130701,C2013A00132,1948,treasury,treasury,NA,NA,NA,NA,NA,NA
C2004A00786,Appropriation (Parliamentary Departments) Act (No. 2) 2000-2001,20010406,2001,20130701,C2013A00132,2250,treasury,treasury,NA,NA,NA,NA,NA,NA
C2004A00787,Appropriation Act (No. 3) 2000-2001,20010406,2001,20130701,C2013A00132,3178,treasury,treasury,NA,NA,NA,NA,NA,NA
C2004A00788,Appropriation Act (No. 4) 2000-2001,20010406,2001,20130701,C2013A00132,1948,treasury,treasury,NA,NA,NA,NA,NA,NA
C2004A00786,Appropriation (Parliamentary Departments) Act (No. 2) 2000-2001,20010406,2001,20130701,C2013A00132,2250,treasury,treasury,NA,NA,NA,NA,NA,NA
C2004A00800,Coal Industry Repeal Act 2001,20010428,2001,NA,NA,746,"industry, science, energy and resources","industry, science, energy and resources",NA,NA,NA,NA,NA,NA
C2004A00798,Pig Industry Act 2001,20010428,2001,NA,NA,8044,"agriculture, water and the environment","agriculture, water and the environment",NA,NA,NA,NA,NA,NA
C2004A00795,Lake Eyre Basin Intergovernmental Agreement Act 2001,20010501,2001,NA,NA,4581,"agriculture, water and the environment","agriculture, water and the environment",NA,NA,NA,NA,NA,NA
C2004A00808,Compensation (Japanese Internment) Act 2001,20010525,2001,NA,NA,1055,veteran affairs,veteran affairs,NA,NA,NA,NA,NA,NA
C2004A00819,Australian Securities and Investments Commission Act 2001,20010628,2001,NA,NA,64027,treasury,treasury,NA,NA,NA,NA,NA,NA
C2004A00818,Corporations Act 2001,20010628,2001,NA,NA,118368,attorney general; treasury,attorney general,treasury,NA,NA,NA,NA,NA
C2004A00820,Corporations (Fees) Act 2001,20010628,2001,NA,NA,1318,treasury,treasury,NA,NA,NA,NA,NA,NA
C2004A00821,Corporations (Futures Organisations Levies) Act 2001,20010628,2001,20040311,C2004A00892,1122,treasury,treasury,NA,NA,NA,NA,NA,NA
C2004A00822,Corporations (National Guarantee Fund Levies) Act 2001,20010628,2001,NA,NA,804,treasury,treasury,NA,NA,NA,NA,NA,NA
C2004A00823,"Corporations (Repeals, Consequentials and Transitionals) Act 2001",20010628,2001,NA,NA,19129,treasury,treasury,NA,NA,NA,NA,NA,NA
C2004A00824,Corporations (Securities Exchanges Levies) Act 2001,20010628,2001,20040311,C2004A00892,1469,NA,NA,NA,NA,NA,NA,NA,NA
C2004A00832,Appropriation Act (No. 1) 2001-2002,20010629,2001,20130701,C2013A00132,3962,treasury,treasury,NA,NA,NA,NA,NA,NA
C2004A00833,Appropriation Act (No. 2) 2001-2002,20010629,2001,20130701,C2013A00132,1835,treasury,treasury,NA,NA,NA,NA,NA,NA
C2004A00834,Appropriation (Parliamentary Departments) Act (No. 1) 2001-2002,20010629,2001,20130701,C2013A00132,2040,treasury,treasury,NA,NA,NA,NA,NA,NA
C2004A00832,Appropriation Act (No. 1) 2001-2002,20010629,2001,20130701,C2013A00132,3962,treasury,treasury,NA,NA,NA,NA,NA,NA
C2004A00833,Appropriation Act (No. 2) 2001-2002,20010629,2001,20130701,C2013A00132,1835,treasury,treasury,NA,NA,NA,NA,NA,NA
C2004A00834,Appropriation (Parliamentary Departments) Act (No. 1) 2001-2002,20010629,2001,20130701,C2013A00132,2040,treasury,treasury,NA,NA,NA,NA,NA,NA
C2004A00842,Appropriation (HIH Assistance) Act 2001,20010630,2001,20101218,C2010A00148,308,treasury,treasury,NA,NA,NA,NA,NA,NA
C2004A00837,Dried Vine Fruits (Rate of Primary Industry (Customs) Charge) Validation Act 2001,20010630,2001,20140624,C2014A00031,232,agriculture,agriculture,NA,NA,NA,NA,NA,NA
C2004A00838,Dried Vine Fruits (Rate of Primary Industry (Excise) Levy) Validation Act 2001,20010630,2001,20140624,C2014A00031,389,agriculture,agriculture,NA,NA,NA,NA,NA,NA
C2004A00849,Environment Protection and Biodiversity Conservation Amendment (Wildlife Protection) Act 2001,20010711,2001,NA,NA,32072,"agriculture, water and the environment","agriculture, water and the environment",NA,NA,NA,NA,NA,NA
C2004A00851,Interactive Gambling Act 2001,20010711,2001,NA,NA,17522,"infrastructure, transport, regional development and communications","infrastructure, transport, regional development and communications",NA,NA,NA,NA,NA,NA
C2004A00857,Import Processing Charges Act 2001,20010718,2001,NA,NA,855,home affairs,home affairs,NA,NA,NA,NA,NA,NA
C2004A00870,Alcohol Education and Rehabilitation Account Act 2001,20010904,2001,20080703,C2008A00073,1162,health and ageing,health and ageing,NA,NA,NA,NA,NA,NA
C2004A00873,Corporations (Compensation Arrangements Levies) Act 2001,20010917,2001,NA,NA,441,treasury,treasury,NA,NA,NA,NA,NA,NA
C2004A00871,Financial Sector (Collection of Data) Act 2001,20010917,2001,NA,NA,7071,treasury,treasury,NA,NA,NA,NA,NA,NA
C2004A00896,Financial Sector (Collection of Data—Consequential and Transitional Provisions) Act 2001,20010924,2001,NA,NA,5792,NA,NA,NA,NA,NA,NA,NA,NA
C2004A00915,Air Passenger Ticket Levy (Collection) Act 2001,20010927,2001,20130629,C2013A00103,3256,"infrastructure and transport; education, employment and workplace relations",infrastructure and transport,"education, employment and workplace relations",NA,NA,NA,NA,NA
C2004A00916,Air Passenger Ticket Levy (Imposition) Act 2001,20010927,2001,20130629,C2013A00103,277,infrastructure and transport,infrastructure and transport,NA,NA,NA,NA,NA,NA
C2004A00928,Intelligence Services Act 2001,20011001,2001,NA,NA,9995,defence; foreign affairs and trade; home affairs; prime minister and cabinet,defence,foreign affairs and trade,home affairs,prime minister and cabinet,NA,NA,NA
C2004A00939,Appropriation Act (No. 3) 2001-2002,20020404,2002,20130701,C2013A00132,1710,treasury,treasury,NA,NA,NA,NA,NA,NA
C2004A00940,Appropriation Act (No. 4) 2001-2002,20020404,2002,20130701,C2013A00132,4276,treasury,treasury,NA,NA,NA,NA,NA,NA
C2004A00938,Appropriation (Parliamentary Departments) Act (No. 2) 2001-2002,20020404,2002,20130701,C2013A00132,2148,treasury,treasury,NA,NA,NA,NA,NA,NA
C2004A00939,Appropriation Act (No. 3) 2001-2002,20020404,2002,20130701,C2013A00132,1710,treasury,treasury,NA,NA,NA,NA,NA,NA
C2004A00940,Appropriation Act (No. 4) 2001-2002,20020404,2002,20130701,C2013A00132,4276,treasury,treasury,NA,NA,NA,NA,NA,NA
C2004A00938,Appropriation (Parliamentary Departments) Act (No. 2) 2001-2002,20020404,2002,20130701,C2013A00132,2148,treasury,treasury,NA,NA,NA,NA,NA,NA
C2004A00957,Coal Industry Repeal (Validation of Proclamation) Act 2002,20020404,2002,NA,NA,747,"industry, science, energy and resources","industry, science, energy and resources",NA,NA,NA,NA,NA,NA
C2004A00953,Income Tax (Superannuation Payments Withholding Tax) Act 2002,20020404,2002,20070315,C2007A00015,504,treasury,treasury,NA,NA,NA,NA,NA,NA
C2004A00965,Regional Forest Agreements Act 2002,20020405,2002,NA,NA,2801,"agriculture, water and the environment","agriculture, water and the environment",NA,NA,NA,NA,NA,NA
C2004A00992,International Criminal Court Act 2002,20020627,2002,NA,NA,64431,attorney general; foreign affairs and trade,attorney general,foreign affairs and trade,NA,NA,NA,NA,NA
C2004A00994,Appropriation Act (No. 1) 2002-2003,20020629,2002,20130701,C2013A00132,11781,treasury,treasury,NA,NA,NA,NA,NA,NA
C2004A00995,Appropriation Act (No. 2) 2002-2003,20020629,2002,20130701,C2013A00132,5931,treasury,treasury,NA,NA,NA,NA,NA,NA
C2004A00996,Appropriation (Parliamentary Departments) Act (No. 1) 2002-2003,20020629,2002,20130701,C2013A00132,2509,treasury,treasury,NA,NA,NA,NA,NA,NA
C2004A00982,New Business Tax System (Franking Deficit Tax) Act 2002,20020629,2002,NA,NA,355,treasury,treasury,NA,NA,NA,NA,NA,NA
C2004A00981,New Business Tax System (Over-franking Tax) Act 2002,20020629,2002,NA,NA,185,treasury,treasury,NA,NA,NA,NA,NA,NA
C2004A00994,Appropriation Act (No. 1) 2002-2003,20020629,2002,20130701,C2013A00132,11781,treasury,treasury,NA,NA,NA,NA,NA,NA
C2004A00995,Appropriation Act (No. 2) 2002-2003,20020629,2002,20130701,C2013A00132,5931,treasury,treasury,NA,NA,NA,NA,NA,NA
C2004A00996,Appropriation (Parliamentary Departments) Act (No. 1) 2002-2003,20020629,2002,20130701,C2013A00132,2509,treasury,treasury,NA,NA,NA,NA,NA,NA
C2004A01016,Import Processing Charges (Amendment and Repeal) Act 2002,20021008,2002,20170405,C2017A00019,792,immigration and border protection,immigration and border protection,NA,NA,NA,NA,NA,NA
C2004A01017,Plant Health Australia (Plant Industries) Funding Act 2002,20021008,2002,NA,NA,3275,"agriculture, water and the environment","agriculture, water and the environment",NA,NA,NA,NA,NA,NA
C2004A01022,Proceeds of Crime Act 2002,20021011,2002,NA,NA,58377,attorney general; home affairs,attorney general,home affairs,NA,NA,NA,NA,NA
C2004A01023,Proceeds of Crime (Consequential Amendments and Transitional Provisions) Act 2002,20021011,2002,NA,NA,24006,home affairs,home affairs,NA,NA,NA,NA,NA,NA
C2004A01053,Egg Industry Service Provision Act 2002,20021202,2002,NA,NA,2538,"agriculture, water and the environment","agriculture, water and the environment",NA,NA,NA,NA,NA,NA
C2004A01052,Egg Industry Service Provision (Transitional and Consequential Provisions) Act 2002,20021202,2002,NA,NA,2506,"agriculture, water and the environment","agriculture, water and the environment",NA,NA,NA,NA,NA,NA
C2004A01048,Medical Indemnity Agreement (Financial Assistance—Binding Commonwealth Obligations) Act 2002,20021202,2002,NA,NA,807,health,health,NA,NA,NA,NA,NA,NA
C2004A01047,Members of Parliament (Life Gold Pass) Act 2002,20021202,2002,NA,NA,7373,finance,finance,NA,NA,NA,NA,NA,NA
C2004A01062,Australian Crime Commission Establishment Act 2002,20021210,2002,NA,NA,20956,home affairs,home affairs,NA,NA,NA,NA,NA,NA
C2004A01069,Medical Indemnity Act 2002,20021219,2002,NA,NA,17659,health,health,NA,NA,NA,NA,NA,NA
C2004A01071,Medical Indemnity (Enhanced UMP Indemnity) Contribution Act 2002,20021219,2002,20040623,C2004A01310,845,NA,NA,NA,NA,NA,NA,NA,NA
C2004A01072,Medical Indemnity (IBNR Indemnity) Contribution Act 2002,20021219,2002,20200701,C2019A00105,604,health,health,NA,NA,NA,NA,NA,NA
C2004A01081,Prohibition of Human Cloning Act 2002,20021219,2002,NA,NA,3138,health and ageing,health and ageing,NA,NA,NA,NA,NA,NA
C2004A01082,Research Involving Human Embryos Act 2002,20021219,2002,NA,NA,0,health,health,NA,NA,NA,NA,NA,NA
C2004A01074,Venture Capital Act 2002,20021219,2002,NA,NA,7571,"industry, science, energy and resources","industry, science, energy and resources",NA,NA,NA,NA,NA,NA
C2004A01087,Commonwealth Volunteers Protection Act 2003,20030224,2003,NA,NA,1307,treasury,treasury,NA,NA,NA,NA,NA,NA
C2004A01094,Petroleum (Timor Sea Treaty) Act 2003,20030402,2003,NA,NA,15340,"industry, science, energy and resources","industry, science, energy and resources",NA,NA,NA,NA,NA,NA
C2004A01100,Appropriation Act (No. 3) 2002-2003,20030411,2003,20130701,C2013A00132,9483,treasury,treasury,NA,NA,NA,NA,NA,NA
C2004A01101,Appropriation Act (No. 4) 2002-2003,20030411,2003,20130701,C2013A00132,4216,treasury,treasury,NA,NA,NA,NA,NA,NA
C2004A01100,Appropriation Act (No. 3) 2002-2003,20030411,2003,20130701,C2013A00132,9483,treasury,treasury,NA,NA,NA,NA,NA,NA
C2004A01101,Appropriation Act (No. 4) 2002-2003,20030411,2003,20130701,C2013A00132,4216,treasury,treasury,NA,NA,NA,NA,NA,NA
C2004A01108,Corporations (Review Fees) Act 2003,20030411,2003,NA,NA,588,treasury,treasury,NA,NA,NA,NA,NA,NA
C2004A01123,New Business Tax System (Venture Capital Deficit Tax) Act 2003,20030411,2003,NA,NA,502,treasury,treasury,NA,NA,NA,NA,NA,NA
C2004A01102,Transport Safety Investigation Act 2003,20030411,2003,NA,NA,13603,"infrastructure, transport, regional development and communications","infrastructure, transport, regional development and communications",NA,NA,NA,NA,NA,NA
C2004A01117,Dairy Industry Service Reform Act 2003,20030415,2003,NA,NA,11269,"agriculture, water and the environment","agriculture, water and the environment",NA,NA,NA,NA,NA,NA
C2004A01106,Inspector-General of Taxation Act 2003,20030415,2003,NA,NA,7142,treasury,treasury,NA,NA,NA,NA,NA,NA
C2004A01114,National Blood Authority Act 2003,20030415,2003,NA,NA,5053,health,health,NA,NA,NA,NA,NA,NA
C2004A01121,Medical Indemnity (Prudential Supervision and Product Standards) Act 2003,20030502,2003,NA,NA,10265,health; treasury,health,treasury,NA,NA,NA,NA,NA
C2004A01128,Terrorism Insurance Act 2003,20030624,2003,NA,NA,4204,treasury,treasury,NA,NA,NA,NA,NA,NA
