"id_amending","amend_weight","name"
"C2004A03316",0.2,"Health Legislation Amendment Act 1986"
"C2004A03317",0.0181818181818182,"Statute Law (Miscellaneous Provisions) Act (No. 1) 1986"
"C2004A03318",1,"Australian Meat and Live-stock Corporation Amendment Act 1986"
"C2004A03319",1,"Copyright Amendment Act 1986"
"C2004A03321",0.5,"Superannuation Legislation Amendment Act 1986"
"C2004A03322",1,"Protection of the Sea (Prevention of Pollution from Ships) Amendment Act 1986"
"C2004A03323",0.2,"Wheat Marketing Amendment Act 1986"
"C2004A03324",1,"Aboriginal and Torres Strait Islander Heritage (Interim Protection) Amendment Act 1986"
"C2004A03325",1,"Tobacco Charge (No. 1) Amendment Act 1986"
"C2004A03326",1,"Tobacco Charge (No. 2) Amendment Act 1986"
"C2004A03327",1,"Tobacco Charge (No. 3) Amendment Act 1986"
"C2004A03328",0.5,"Fertilizers (Subsidy) Amendment Act 1986"
"C2004A03329",1,"Director of Public Prosecutions Amendment Act 1986"
"C2004A03331",1,"Income Tax Assessment Amendment (Research and Development) Act 1986"
"C2004A03334",0.25,"Superannuation and Other Benefits Legislation Amendment Act 1986"
"C2004A03335",0.25,"Health Legislation Amendment Act (No. 2) 1986"
"C2004A03337",1,"Trade Union Training Authority Amendment Act 1986"
"C2004A03338",1,"Customs Tariff Amendment Act (No. 2) 1986"
"C2004A03339",1,"Sales Tax (Exemptions and Classifications) Amendment Act 1986"
"C2004A03340",0.1,"Sales Tax Laws Amendment Act 1986"
"C2004A03341",0.0909090909090909,"Sales Tax Acts Amendment Act 1986"
"C2004A03343",0.125,"Intelligence and Security (Consequential Amendments) Act 1986"
"C2004A03347",0.111111111111111,"Social Security and Veterans' Affairs (Miscellaneous Amendments) Act 1986"
"C2004A03350",0.166666666666667,"Taxation Laws (Miscellaneous Provisions) Act 1986"
"C2004A03352",1,"Freedom of Information Laws Amendment Act 1986"
"C2004A03353",0.111111111111111,"Taxation Laws Amendment Act (No. 3) 1986"
"C2004A03354",1,"Bank Account Debits Tax Amendment Act 1986"
"C2004A03355",1,"Student Assistance Amendment Act 1986"
"C2004A03356",0.25,"Nursing Homes and Hostels Legislation Amendment Act 1986"
"C2004A03360",0.0625,"Bounty and Subsidy Legislation Amendment Act (No. 2) 1986"
"C2004A03361",1,"Wildlife Protection (Regulation of Exports and Imports) Amendment Act 1986"
"C2004A03362",0.5,"Science and Industry Research Legislation Amendment Act 1986"
"C2004A03363",1,"Australian Security Intelligence Organization Amendment Act 1986"
"C2004A03364",1,"Criminology Research Amendment Act 1986"
"C2004A03365",1,"States (Works and Housing) Assistance Amendment Act 1986"
"C2004A03371",0.142857142857143,"Disability Services (Transitional Provisions and Consequential Amendments) Act 1986"
"C2004A03372",0.5,"Fertilisers Subsidy Act 1986"
"C2004A03373",1,"Navigation Amendment Act 1986"
"C2004A03375",1,"States Grants (Tertiary Education Assistance) Amendment Act (No. 2) 1986"
"C2004A03376",1,"Australian National University Amendment Act 1986"
"C2004A03377",1,"Canberra College of Advanced Education Amendment Act 1986"
"C2004A03378",1,"Maritime College Amendment Act 1986"
"C2004A03379",1,"Overseas Students Charge Amendment Act 1986"
"C2004A03380",1,"Overseas Students Charge Collection Amendment Act 1986"
"C2004A03382",1,"Environment Protection (Sea Dumping) Amendment Act 1986"
"C2004A03383",1,"Home Deposit Assistance Amendment Act 1986"
"C2004A03385",1,"Taxation Administration Amendment (Recovery Of Tax Debts) Act 1986"
"C2004A03387",1,"Bills of Exchange Amendment Act 1986"
"C2004A03388",1,"Australian Capital Territory Stamp Duty Amendment Act 1986"
"C2004A03390",0.5,"Customs and Excise Legislation Amendment Act (No. 2) 1986"
"C2004A03391",1,"Customs Tariff Amendment Act (No. 3) 1986"
"C2004A03392",0.5,"Superannuation Legislation Amendment Act (No. 2) 1986"
"C2004A03393",1,"Social Security Amendment (Reciprocity with Italy) Act 1986"
"C2004A03394",0.166666666666667,"Public Service Legislation (Streamlining) Act 1986"
"C2004A03395",0.111111111111111,"Taxation Laws Amendment Act (No. 4) 1986"
"C2004A03396",1,"States Grants (Schools Assistance) Amendment Act (No. 2) 1986"
"C2004A03397",1,"States Grants (Education Assistance-Participation and Equity) Amendment Act (No. 2) 1986"
"C2004A03400",1,"Pig Slaughter Levy Amendment Act (No. 2) 1986"
"C2004A03401",0.5,"Excise Tariff Amendment Act (No. 2) 1986"
"C2004A03403",1,"Australian Land Transport (Financial Assistance) Amendment Act 1986"
"C2004A03404",0.1,"Sex Discrimination (Consequential Amendments) Act 1986"
"C2004A03406",1,"States Grants (Tertiary Education Assistance) Amendment Act (No. 3) 1986"
"C2004A03407",0.5,"Banking Legislation Amendment Act 1986"
"C2004A03408",0.25,"Protection of the Sea Legislation Amendment Act 1986"
"C2004A03409",0.0285714285714286,"Statute Law (Miscellaneous Provisions) Act (No. 2) 1986"
"C2004A03410",1,"Wheat Marketing Amendment Act 1987"
"C2004A03414",1,"Atomic Energy Amendment Act 1987"
"C2004A03415",0.2,"Australian Stock Exchange and National Guarantee Fund Act 1987"
"C2004A03418",1,"Liquid Fuel Emergency Amendment Act 1987"
"C2004A03420",1,"Australian Industry Development Corporation Amendment Act 1987"
"C2004A03421",1,"Environment Protection (Impact of Proposals) Amendment Act 1987"
"C2004A03423",1,"Television Licence Fees Amendment Act 1987"
"C2004A03424",1,"National Parks and Wildlife Conservation Amendment Act 1987"
"C2004A03425",1,"National Parks and Wildlife Conservation Amendment Act (No. 2) 1987"
"C2004A03426",1,"Environment Protection (Alligator Rivers Region) Amendment Act 1987"
"C2004A03427",1,"Aboriginal Land Rights (Northern Territory) Amendment Act (No. 2) 1987"
"C2004A03428",1,"Lands Acquisition Amendment Act 1987"
"C2004A03431",1,"National Health Amendment Act 1987"
"C2004A03432",0.0769230769230769,"Jurisdiction of Courts (Miscellaneous Amendments) Act 1987"
"C2004A03444",1,"Commonwealth Electoral Amendment Act 1987"
"C2004A03445",1,"States Grants (Tertiary Education Assistance) Amendment Act 1987"
"C2004A03446",1,"States Grants (Schools Assistance) Amendment Act 1987"
"C2004A03447",1,"States Grants (Education Assistance-Participation and Equity) Amendment Act 1987"
"C2004A03448",1,"Aboriginal and Torres Strait Islander Heritage Protection Amendment Act 1987"
"C2004A03449",1,"Aboriginal Land Rights (Northern Territory) Amendment Act 1987"
"C2004A03451",0.0833333333333333,"Sales Tax Laws Amendment Act 1987"
"C2004A03452",0.5,"Customs Tariff (Commonwealth Authorities) Amendment Act 1987"
"C2004A03453",0.5,"Health Legislation Amendment Act 1987"
"C2004A03454",1,"Local Government (Financial Assistance) Amendment Act 1987"
"C2004A03455",1,"Wool Tax (No. 1) Amendment Act 1987"
"C2004A03456",1,"Wool Tax (No. 2) Amendment Act 1987"
"C2004A03457",1,"Wool Tax (No. 3) Amendment Act 1987"
"C2004A03458",1,"Wool Tax (No. 4) Amendment Act 1987"
"C2004A03459",1,"Wool Tax (No. 5) Amendment Act 1987"
"C2004A03460",1,"Customs (Valuation) Amendment Act 1987"
"C2004A03461",1,"Customs Tariff Amendment Act 1987"
"C2004A03462",1,"Excise Tariff Amendment Act 1987"
"C2004A03463",0.0909090909090909,"Bounty and Subsidy Legislation Amendment Act 1987"
"C2004A03466",1,"Customs Tariff (Uranium Concentrate Export Duty) Amendment Act 1987"
"C2004A03467",0.25,"Taxation Laws Amendment (Company Distributions) Act 1987"
"C2004A03469",1,"Income Tax Rates Amendment Act 1987"
"C2004A03470",0.333333333333333,"Taxation Laws Amendment Act 1987"
"C2004A03471",0.0454545454545455,"Taxation Laws Amendment Act (No. 2) 1987"
"C2004A03472",1,"Bank Account Debits Tax Amendment Act 1987"
"C2004A03473",1,"Income Tax Amendment Act 1987"
"C2004A03474",0.111111111111111,"Defence Legislation Amendment Act 1987"
"C2004A03475",1,"Radio Licence Fees Amendment Act 1987"
"C2004A03476",1,"Television Licence Fees Amendment Act (No. 2) 1987"
"C2004A03477",0.333333333333333,"Broadcasting (Ownership and Control) Act 1987"
"C2004A03478",0.25,"Communications Legislation Amendment Act 1987"
"C2004A03480",1,"Ministers of State Amendment Act 1987"
"C2004A03481",0.333333333333333,"Nursing Homes and Hostels Legislation Amendment Act 1987"
"C2004A03482",0.333333333333333,"Proceeds of Crime (Miscellaneous Amendments) Act 1987"
"C2004A03484",1,"Aboriginal Land Rights (Northern Territory) Amendment Act (No. 3) 1987"
"C2004A03485",0.0555555555555556,"Customs Tariff (Miscellaneous Amendments) Act 1987"
"C2004A03486",1,"Social Security Amendment Act 1987"
"C2004A03487",0.142857142857143,"Veterans' Affairs Legislation Amendment Act 1987"
"C2004A03488",0.5,"Broadcasting Amendment Act 1987"
"C2004A03489",1,"Broadcasting Amendment Act (No. 2) 1987"
"C2004A03490",0.5,"Customs and Excise Legislation Amendment Act 1987"
"C2004A03495",0.25,"Mutual Assistance in Criminal Matters (Consequential Amendments) Act 1987"
"C2004A03497",0.333333333333333,"Social Security and Veterans' Entitlements Amendment Act 1987"
"C2004A03498",0.333333333333333,"Telecommunications (Interception) Amendment Act 1987"
"C2004A03500",1,"Ministers of State Amendment Act (No. 2) 1987"
"C2004A03503",1,"Australian Land Transport (Financial Assistance) Amendment Act 1987"
"C2004A03505",1,"States (Works and Housing) Assistance Amendment Act 1987"
"C2004A03508",0.2,"Insurance and Superannuation Commissioner (Consequential Provisions) Act 1987"
"C2004A03509",1,"Australian National Railways Commission Amendment Act 1987"
"C2004A03513",0.166666666666667,"Sea Installations (Miscellaneous Amendments) Act 1987"
"C2004A03514",1,"Primary Industry Bank Repeal Act 1987"
"C2004A03515",0.333333333333333,"Petroleum (Submerged Lands) Legislation Amendment Act 1987"
"C2004A03516",1,"Egg Industry Research (Hen Quota) Levy Amendment Act 1987"
"C2004A03517",0.333333333333333,"Taxation Laws Amendment Act (No. 3) 1987"
"C2004A03518",1,"Income Tax Amendment Act (No. 2) 1987"
"C2004A03519",1,"Medicare Levy Amendment Act 1987"
"C2004A03525",1,"Radio Licence Fees Amendment Act (No. 2) 1987"
"C2004A03526",1,"Television Licence Fees Amendment Act (No. 3) 1987"
"C2004A03527",1,"National Health Amendment Act (No. 2) 1987"
"C2004A03528",1,"Bankruptcy Amendment Act 1987"
"C2004A03529",0.0714285714285714,"Crimes Legislation Amendment Act 1987"
"C2004A03530",1,"States Grants (Education Assistance-Participation and Equity) Amendment Act (No. 2) 1987"
"C2004A03531",1,"States Grants (Schools Assistance) Amendment Act (No. 2) 1987"
"C2004A03533",1,"States Grants (Tertiary Education Assistance) Amendment Act (No. 2) 1987"
"C2004A03534",1,"Student Assistance Amendment Act 1987"
"C2004A03535",1,"Maritime College Amendment Act 1987"
"C2004A03536",1,"Canberra College of Advanced Education Amendment Act 1987"
"C2004A03537",1,"Australian National University Amendment Act 1987"
"C2004A03538",1,"Overseas Students Charge Amendment Act 1987"
"C2004A03539",0.142857142857143,"Social Security and Veterans' Entitlements Amendment Act (No. 2) 1987"
"C2004A03540",0.5,"Health Legislation Amendment Act (No. 2) 1987"
"C2004A03541",0.25,"Community Services and Health Legislation Amendment Act 1987"
"C2004A03542",1,"Migration Amendment Act 1987"
"C2004A03543",1,"Broadcasting Amendment Act (No. 4) 1987"
"C2004A03544",1,"Sales Tax (Exemptions and Classifications) Amendment Act 1987"
"C2004A03546",1,"Australian Tourist Commission (Transitional Provisions) Act 1987"
"C2004A03547",0.2,"Taxation Laws Amendment Act (No. 4) 1987"
"C2004A03548",0.5,"Taxation Laws Amendment (Fringe Benefits and Substantiation) Act 1987"
"C2004A03549",0.0416666666666667,"Sales Tax (Off-shore Installations) Amendment Act 1987"
"C2004A03550",0.0114942528735632,"Statute Law (Miscellaneous Provisions) Act 1987"
"C2004A03554",0.0769230769230769,"Petroleum Resource Rent Tax (Miscellaneous Provisions) Act 1987"
"C2004A03555",1,"Housing Assistance Amendment Act 1987"
"C2004A03556",1,"Customs Tariff Amendment Act (No. 2) 1987"
"C2004A03557",1,"Customs Tariff (Coal Export Duty) Amendment Act 1987"
"C2004A03559",1,"Excise Tariff Amendment Act (No. 2) 1987"
"C2004A03560",1,"Bass Strait Freight Adjustment Levy Amendment Act 1987"
"C2004A03561",1,"Bass Strait Freight Adjustment Levy Collection Amendment Act 1987"
"C2004A03562",1,"Bass Strait Freight Adjustment Trust Fund Amendment Act 1987"
"C2004A03563",1,"River Murray Waters Amendment Act 1987"
"C2004A03564",0.25,"Australian Meat and Live-Stock Industry Legislation Amendment Act 1987"
"C2004A03565",1,"Live-stock Export Charge Amendment Act 1987"
"C2004A03566",1,"Live-stock Slaughter Levy Amendment Act 1987"
"C2004A03567",1,"Export Inspection Charges Collection Amendment Act 1987"
"C2004A03568",1,"Export Inspection (Establishment Registration Charges) Amendment Act 1987"
"C2004A03570",1,"Dried Fruits Export Charges Amendment Act 1987"
"C2004A03571",1,"Dairy Produce Amendment Act 1987"
"C2004A03572",0.5,"Management and Investment Companies Legislation Amendment Act 1987"
"C2004A03581",1,"Wheat Marketing Amendment Act (No. 2) 1987"
"C2004A03584",1,"Fishing Industry Research Amendment Act 1987"
"C2004A03585",0.333333333333333,"Fishing Legislation Amendment Act 1987"
"C2004A03586",1,"Fisheries Amendment Act 1987"
"C2004A03590",1,"Family Law Amendment Act 1987"
"C2004A03591",1,"Commonwealth Banks Amendment Act 1987"
"C2004A03592",0.333333333333333,"Broadcasting (Ownership and Control) Act (No. 2) 1987"
"C2004A03593",0.333333333333333,"Broadcasting Amendment Act (No. 3) 1987"
"C2004A03594",1,"Australian National Airlines Amendment Act 1988"
"C2004A03595",1,"Commonwealth Legal Aid Amendment Act 1988"
"C2004A03600",0.5,"Conservation Legislation Amendment Act 1988"
"C2004A03601",0.142857142857143,"Family Court of Australia (Additional Jurisdiction and Exercise of Powers) Act 1988"
"C2004A03603",1,"Nuclear Non-Proliferation (Safeguards) (Consequential Amendments Act) 1988"
"C2004A03604",0.125,"Taxation Laws Amendment Act 1988"
"C2004A03606",0.5,"Social Security and Veterans' Entitlements (Maintenance Income Test) Amendment Act 1988"
"C2004A03608",0.5,"Diplomatic and Consular Privileges Amendment Act 1988"
"C2004A03611",1,"Dairy Produce Levy (No. 1) Amendment Act 1988"
"C2004A03612",1,"Ministers of State Amendment Act 1988"
"C2004A03613",1,"Trade Practices Amendment Act 1988"
"C2004A03614",1,"Commonwealth Teaching Service Amendment Act 1988"
"C2004A03615",1,"Commonwealth Borrowing Levy Amendment Act 1988"
"C2004A03617",1,"Customs Tariff (Uranium Concentrate Export Duty) Amendment Act 1988"
"C2004A03618",1,"Export Inspection Charges Collection Amendment Act 1988"
"C2004A03619",1,"Export Inspection (Service Charge) Amendment Act 1988"
"C2004A03620",1,"Norfolk Island Amendment Act 1988"
"C2004A03621",0.111111111111111,"Bounty and Subsidy Legislation Amendment Act 1988"
"C2004A03622",1,"Excise Tariff Amendment Act 1988"
"C2004A03623",1,"Honey Export Charge Amendment Act 1988"
"C2004A03624",1,"Honey Levy (No. 1) Amendment Act 1988"
"C2004A03625",1,"Honey Levy (No. 2) Amendment Act 1988"
"C2004A03628",0.25,"Student Assistance Legislation Amendment Act 1988"
"C2004A03629",0.25,"Communications Legislation Amendment Act 1988"
"C2004A03631",0.032258064516129,"Statute Law (Miscellaneous Provisions) Act 1988"
"C2004A03632",1,"Interstate Road Transport Amendment Act 1988"
"C2004A03633",1,"Interstate Road Transport Charge Amendment Act 1988"
"C2004A03639",1,"National Health Amendment Act 1988"
"C2004A03640",1,"Departure Tax Amendment Act 1988"
"C2004A03641",1,"Departure Tax Collection Amendment Act 1988"
"C2004A03642",1,"Migration Amendment Act 1988"
"C2004A03643",1,"Local Government (Financial Assistance) Amendment Act 1988"
"C2004A03644",0.0769230769230769,"Primary Industries (Recovery of Levy Collection Expenses) Act 1988"
"C2004A03645",1,"Fertilisers Subsidy Amendment Act 1988"
"C2004A03648",0.2,"Commonwealth Authorities Legislation (Pay-roll Tax) Amendment Act 1988"
"C2004A03649",0.2,"Broadcasting (Ownership and Control) Act 1988"
"C2004A03650",0.125,"Transport Legislation Amendment Act 1988"
"C2004A03651",1,"Social Security Amendment Act 1988"
"C2004A03652",0.5,"Research and Development Legislation Amendment Act 1988"
"C2004A03653",1,"Customs Tariff Amendment Act (No. 2) 1988"
"C2004A03654",1,"States Grants (Schools Assistance) Amendment Act 1988"
"C2004A03655",1,"States Grants (Tertiary Education Assistance) Amendment Act 1988"
"C2004A03658",0.5,"Crimes Legislation Amendment Act 1988"
"C2004A03659",0.2,"Crimes Legislation Amendment Act (No. 2) 1988"
"C2004A03660",1,"Defence (Superannuation Interim Arrangement) Amendment Act 1988"
"C2004A03661",1,"Customs Tariff Amendment Act 1988"
"C2004A03662",1,"Customs Tariff (Anti-Dumping) Amendment Act 1988"
"C2004A03664",1,"United States Naval Communication Station (Civilian Employees) Act 1988"
"C2004A03666",1,"Audit Amendment Act 1988"
"C2004A03667",1,"Australian Film Commission Amendment Act 1988"
"C2004A03669",0.5,"Customs Legislation (Anti-Dumping Amendments) Act 1988"
"C2004A03670",1,"Referendum (Machinery Provisions) Amendment Act 1988"
"C2004A03671",0.166666666666667,"Taxation Laws Amendment Act (No. 2) 1988"
"C2004A03672",0.2,"Community Services and Health Legislation Amendment Act 1988"
"C2004A03674",1,"Referendum (Machinery Provisions) Amendment Act (No. 2) 1988"
"C2004A03676",1,"Governor-General Amendment Act 1988"
"C2004A03678",0.5,"Social Security (Review of Decisions) Act 1988"
"C2004A03681",1,"Sales Tax Assessment (No. 1) Amendment Act 1988"
"C2004A03682",1,"Sales Tax (Exemptions and Classifications) Amendment Act 1988"
"C2004A03683",1,"Export Market Development Grants Amendment Act 1988"
"C2004A03685",1,"Income Tax Amendment Act 1988"
"C2004A03686",1,"Medicare Levy Amendment Act 1988"
"C2004A03688",0.333333333333333,"Taxation Laws Amendment Act (No. 4) 1988"
"C2004A03689",1,"Judicial and Statutory Officers (Remuneration and Allowances) Amendment Act 1988"
"C2004A03690",0.0833333333333333,"Taxation Laws Amendment (Tax File Numbers) Act 1988"
"C2004A03692",0.0133333333333333,"Statutory Instruments (Tabling and Disallowance) Legislation Amendment Act 1988"
"C2004A03693",0.25,"Defence Legislation Amendment Act 1988"
"C2004A03694",1,"Naval Defence Amendment Act 1988"
"C2004A03697",0.125,"Defence Legislation Amendment Act (No. 2) 1988"
"C2004A03698",1,"Great Barrier Reef Marine Park Amendment Act 1988"
"C2004A03703",1,"National Crime Authority Amendment Act 1988"
"C2004A03704",0.0909090909090909,"Primary Industries and Energy Legislation Amendment Act 1988"
"C2004A03706",1,"Wheat Marketing Amendment Act 1988"
"C2004A03707",0.142857142857143,"Rural Industries Research Amendment Act 1988"
"C2004A03708",1,"Petroleum Excise (Prices) Amendment Act 1988"
"C2004A03711",1,"Income Tax Rates Amendment Act 1988"
"C2004A03713",0.0625,"Law and Justice Legislation Amendment Act 1988"
"C2004A03714",0.1,"Telecommunications Amendment Act 1988"
"C2004A03715",1,"Australian National Railways Commission Amendment Act 1988"
"C2004A03716",0.166666666666667,"Government Business Enterprises (Miscellaneous Reforms) Act 1988"
"C2004A03717",1,"Defence Service Homes Amendment Act 1988"
"C2004A03718",1,"Australian Industry Development Corporation Amendment Act 1988"
"C2004A03719",0.142857142857143,"Postal Services Amendment Act 1988"
"C2004A03720",0.1,"ANL (Conversion into Public Company) Act 1988"
"C2004A03721",1,"Satellite Communications Amendment Act 1988"
"C2004A03722",0.125,"OTC (Conversion into Public Company) Act 1988"
"C2004A03723",0.5,"Superannuation Amendment Act 1988"
"C2004A03724",1,"Loans Securities Amendment Act 1988"
"C2004A03725",1,"Child Support Amendment Act 1988"
"C2004A03726",0.25,"Social Security Legislation Amendment Act 1988"
"C2004A03727",0.333333333333333,"Veterans' Affairs Legislation Amendment Act 1988"
"C2004A03728",0.166666666666667,"Social Security and Veterans' Affairs Legislation Amendment Act 1988"
"C2004A03729",1,"National Companies and Securities Commission Amendment Act 1988"
"C2004A03730",0.5,"Australian Security Intelligence Organization Amendment Act 1988"
"C2004A03731",1,"Higher Education Funding Amendment Act 1988"
"C2004A03732",1,"Overseas Students Charge Amendment Act 1988"
"C2004A03733",1,"Overseas Students Charge Collection Amendment Act 1988"
"C2004A03734",1,"States Grants (Schools Assistance) Amendment Act (No. 2) 1988"
"C2004A03737",1,"Radio Licence Fees (National Metropolitan Radio Plan) Act 1988"
"C2004A03738",0.2,"Bounty and Subsidy Legislation Amendment Act (No. 2) 1988"
"C2004A03739",0.142857142857143,"Broadcasting Legislation Amendment Act 1988"
"C2004A03740",1,"Broadcasting (National Metropolitan Radio Plan) Act 1988"
"C2004A03742",1,"Excise Tariff Amendment Act (No. 2) 1988"
"C2004A03743",1,"Federal Airports Corporation Amendment Act 1988"
"C2004A03744",1,"Migration Amendment Act (No. 2) 1988"
"C2004A03745",1,"Sales Tax (Exemptions and Classifications) Amendment Act (No. 2) 1988"
"C2004A03746",0.5,"Taxation Laws Amendment Act (No. 5) 1988"
"C2004A03748",0.0625,"Community Services and Health Legislation Amendment Act (No. 2) 1988"
"C2004A03751",1,"War Crimes Amendment Act 1988"
"C2004A03752",1,"National Occupational Health and Safety Commission Amendment Act 1989"
"C2004A03753",0.25,"Administrative Services Legislation Amendment Act 1989"
"C2004A03754",0.142857142857143,"Transport Legislation Amendment Act 1989"
"C2004A03759",0.5,"Taxation Laws Amendment Act 1989"
"C2004A03762",0.333333333333333,"Foreign Takeovers Amendment Act 1989"
"C2004A03764",0.2,"Insurance Legislation Amendment Act 1989"
"C2004A03768",1,"Ministers of State Amendment Act 1989"
"C2004A03771",0.5,"Customs and Excise Legislation Amendment Act 1989"
"C2004A03772",0.333333333333333,"Customs and Excise Legislation Amendment Act (No. 2) 1989"
"C2004A03773",1,"International Arbitration Amendment Act 1989"
"C2004A03775",1,"Customs Tariff Amendment Act 1989"
"C2004A03777",0.166666666666667,"Transport and Communications Legislation Amendment Act 1989"
"C2004A03778",1,"Affirmative Action (Equal Employment Opportunity for Women) Amendment Act 1989"
"C2004A03779",1,"Broadcasting (Ownership and Control) Act 1989"
"C2004A03780",1,"Copyright Amendment Act 1989"
"C2004A03781",1,"Export Inspection (Quantity Charge) Amendment Act 1989"
"C2004A03782",1,"Trade Practices (International Liner Cargo Shipping) Amendment Act 1989"
"C2004A03784",1,"Wheat Tax (Permit) Collection Amendment Act 1989"
"C2004A03785",1,"Wheat (Termination of Permit Tax) Act 1989"
"C2004A03786",1,"Wheat (Termination of Tax) Act (No. 1) 1989"
"C2004A03787",1,"Wheat (Termination of Tax) Act (No. 2) 1989"
"C2004A03789",0.5,"Defence Legislation Amendment Act 1989"
"C2004A03793",1,"Air Navigation Amendment Act 1989"
"C2004A03794",0.25,"Horticultural Legislation Amendment Act 1989"
"C2004A03795",1,"Horticultural Levy Amendment Act 1989"
"C2004A03796",1,"Horticultural Export Charge Amendment Act 1989"
"C2004A03804",0.5,"Income Equalization Deposits Laws Amendment Act 1989"
"C2004A03807",0.1,"Migration Legislation Amendment Act 1989"
"C2004A03808",0.0714285714285714,"Arts, Territories and Environment Legislation Amendment Act 1989"
"C2004A03809",1,"Migration Amendment Act 1989"
"C2004A03810",1,"Local Government (Financial Assistance) Amendment Act 1989"
"C2004A03815",1,"Customs Tariff Amendment Act (No. 2) 1989"
"C2004A03816",1,"Customs Tariff (Coal Export Duty) Amendment Act 1989"
"C2004A03818",0.166666666666667,"Taxation Laws Amendment (Rates and Rebates) Act 1989"
"C2004A03819",0.5,"Australian Federal Police Legislation Amendment Act 1989"
"C2004A03820",1,"Sales Tax (Exemptions and Classifications) Amendment Act 1989"
"C2004A03821",1,"Income Tax (Arrangements with the States) Repeal Act 1989"
"C2004A03822",1,"Customs Tariff Amendment Act (No. 3) 1989"
"C2004A03823",1,"Customs Tariff (Uranium Concentrate Export Duty) Amendment Act 1989"
"C2004A03824",1,"Student Assistance Amendment Act 1989"
"C2004A03825",1,"Excise Tariff Amendment Act 1989"
"C2004A03826",0.333333333333333,"Customs and Excise Legislation Amendment Act (No. 3) 1989"
"C2004A03827",1,"States Grants (Schools Assistance) Amendment Act 1989"
"C2004A03828",1,"Higher Education Funding Amendment Act 1989"
"C2004A03829",1,"States Grants (Technical and Further Education Assistance) Amendment Act 1989"
"C2004A03830",1,"Audit Amendment Act 1989"
"C2004A03831",0.333333333333333,"Social Security and Veterans' Affairs Legislation Amendment Act 1989"
"C2004A03832",0.166666666666667,"Social Security and Veterans' Affairs Legislation Amendment Act (No. 2) 1989"
"C2004A03833",0.5,"Subsidy Legislation Amendment Act 1989"
"C2004A03834",1,"Defence Service Homes Amendment Act 1989"
"C2004A03835",1,"Aged or Disabled Persons Homes Amendment Act 1989"
"C2004A03836",0.5,"Primary Industries and Energy Legislation Amendment Act 1989"
"C2004A03839",0.1,"Industry, Technology and Commerce Legislation Amendment Act 1989"
"C2004A03841",0.25,"Veterans' Affairs Legislation Amendment Act 1989"
"C2004A03843",0.166666666666667,"Community Services and Health Legislation Amendment Act 1989"
"C2004A03844",1,"Patents Amendment Act 1989"
"C2004A03845",0.2,"Taxation Laws Amendment Act (No. 2) 1989"
"C2004A03846",1,"Income Tax Rates Amendment Act 1989"
"C2004A03848",1,"Income Tax Amendment Act 1989"
"C2004A03853",0.25,"Taxation Laws Amendment (Superannuation) Act 1989"
"C2004A03854",1,"Income Tax Rates Amendment Act (No. 2) 1989"
"C2004A03855",0.1,"Taxation Laws Amendment Act (No. 3) 1989"
"C2004A03856",0.142857142857143,"Crimes Legislation Amendment Act 1989"
"C2004A03873",0.25,"Superannuation and Other Benefits Legislation Amendment Act 1989"
"C2004A03874",1,"Laying Chicken Levy Amendment Act 1989"
"C2004A03875",1,"Live-Stock Slaughter Levy Amendment Act 1989"
"C2004A03876",1,"Commonwealth Borrowing Levy Amendment Act 1989"
"C2004A03877",0.0625,"Banking Legislation Amendment Act 1989"
"C2004A03879",1,"Dairy Produce Levy (No. 1) Amendment Act 1989"
"C2004A03880",1,"Egg Industry Research (Hen Quota) Levy Amendment Act 1989"
"C2004A03881",1,"Meat Chicken Levy Amendment Act 1989"
"C2004A03882",1,"Pig Slaughter Levy Amendment Act 1989"
"C2004A03883",1,"Commonwealth Borrowing Levy Collection Amendment Act 1989"
"C2004A03884",1,"National Debt Sinking Fund Amendment Act 1989"
"C2004A03885",1,"Medicare Levy Amendment Act 1989"
"C2004A03888",1,"Grape Research Levy Amendment Act 1989"
"C2004A03889",1,"Wine Grapes Levy Amendment Act 1989"
"C2004A03890",1,"Income Tax Amendment Act (No. 2) 1989"
"C2004A03892",1,"Australian Wine and Brandy Corporation Amendment Act 1989"
"C2004A03895",1,"Australian Federal Police Amendment Act 1989"
"C2004A03896",1,"Aboriginal Development Commission Amendment Act 1989"
"C2004A03900",0.5,"Judicial and Statutory Officers Remuneration Legislation Amendment Act 1989"
"C2004A03901",0.111111111111111,"Australian Federal Police Legislation Amendment Act (No. 2) 1989"
"C2004A03905",0.166666666666667,"Courts and Tribunals Administration Amendment Act 1989"
"C2004A03906",1,"Grain Legumes Levy Legislation Amendment Act 1989"
"C2004A03907",0.125,"Migration Legislation Amendment (Consequential Amendments) Act 1989"
"C2004A03912",0.0833333333333333,"Social Security and Veterans' Affairs Legislation Amendment Act (No. 4) 1989"
"C2004A03913",1,"Income Tax (International Agreements) Amendment Act (No. 2) 1989"
"C2004A03914",1,"Sales Tax (Exemptions and Classifications) (Computer Programs) Amendment Act 1989"
"C2004A03915",0.25,"Taxation Laws Amendment Act (No. 4) 1989"
"C2004A03916",1,"Higher Education Funding Amendment Act (No. 2) 1989"
"C2004A03917",1,"States Grants (Schools Assistance) Amendment Act (No. 2) 1989"
"C2004A03919",1,"Student Assistance Amendment Act (No. 2) 1989"
"C2004A03921",1,"Customs Tariff (Anti-Dumping) Amendment Act 1989"
